CNV	freq	event_N
chr1_.2	0.012987012987013	3
chr1_.4	0.0346320346320346	8
chr1_.5	0.012987012987013	3
chr1_.6	0.0216450216450216	5
chr1_.7	0.012987012987013	3
chr1_.8	0.0216450216450216	5
chr1_.10	0.0216450216450216	5
chr1_.12	0.0216450216450216	5
chr1_.16	0.0346320346320346	8
chr1_.22	0.0346320346320346	8
chr1_.25	0.0346320346320346	8
chr1_.26	0.0303030303030303	7
chr1_.27	0.0346320346320346	8
chr1_.31	0.0303030303030303	7
chr1_.33	0.0346320346320346	8
chr1_.36	0.0346320346320346	8
chr1_.43	0.0216450216450216	5
chr1_.49	0.0216450216450216	5
chr1_.55	0.051948051948052	12
chr1_.56	0.80952380952381	187
chr1_.58	0.80952380952381	187
chr1_.60	0.0216450216450216	5
chr1_.63	0.0216450216450216	5
chr1_.64	0.0346320346320346	8
chr1_.66	0.0476190476190476	11
chr1_.68	0.0216450216450216	5
chr1_.70	0.0216450216450216	5
chr1_.72	0.0303030303030303	7
chr1_.73	0.012987012987013	3
chr1_.78	0.0346320346320346	8
chr1_.80	0.0346320346320346	8
chr1_.82	0.0432900432900433	10
chr1_.83	0.0216450216450216	5
chr1_.84	0.0303030303030303	7
chr1_.85	0.0216450216450216	5
chr1_.87	0.0303030303030303	7
chr1_.92	0.0303030303030303	7
chr1_.94	0.0216450216450216	5
chr1_.95	0.0346320346320346	8
chr1_.97	0.865800865800866	200
chr1_.100	0.0216450216450216	5
chr1_.101	0.80952380952381	187
chr1_.102	0.0346320346320346	8
chr1_.104	0.0346320346320346	8
chr1_.108	0.0346320346320346	8
chr1_.109	0.0303030303030303	7
chr1_.110	0.0476190476190476	11
chr1_.111	0.0303030303030303	7
chr1_.112	0.012987012987013	3
chr1_.115	0.80952380952381	187
chr1_.122	0.80952380952381	187
chr1_.123	0.0346320346320346	8
chr1_.125	0.0562770562770563	13
chr1_.131	0.0346320346320346	8
chr1_.134	0.0346320346320346	8
chr1_.137	0.0346320346320346	8
chr1_.138	0.012987012987013	3
chr1_.141	0.012987012987013	3
chr1_.146	0.0346320346320346	8
chr1_.148	0.0303030303030303	7
chr1_.150	0.0865800865800866	20
chr1_.151	0.0346320346320346	8
chr1_.154	0.0346320346320346	8
chr1_.156	0.0346320346320346	8
chr1_.158	0.012987012987013	3
chr1_.159	0.0346320346320346	8
chr1_.160	0.012987012987013	3
chr1_.162	0.0346320346320346	8
chr1_.163	0.0216450216450216	5
chr1_.165	0.0346320346320346	8
chr1_.166	0.0346320346320346	8
chr1_.170	0.0346320346320346	8
chr1_.174	0.0346320346320346	8
chr1_.176	0.0346320346320346	8
chr1_.177	0.0216450216450216	5
chr1_.180	0.0216450216450216	5
chr1_.182	0.0346320346320346	8
chr1_.183	0.0303030303030303	7
chr1_.184	0.0562770562770563	13
chr1_.185	0.0303030303030303	7
chr1_.186	0.0346320346320346	8
chr1_.190	0.0216450216450216	5
chr1_.191	0.0346320346320346	8
chr1_.205	0.0346320346320346	8
chr1_.209	0.0346320346320346	8
chr1_.214	0.0346320346320346	8
chr1_.216	0.0216450216450216	5
chr1_.218	0.0562770562770563	13
chr1_.219	0.0346320346320346	8
chr1_.221	0.878787878787879	203
chr1_.223	0.0692640692640693	16
